Organization ID,Activity ID,Monitoring Location ID,Monitoring Location Name,Monitoring Location State,Monitoring Location Latitude,Monitoring Location Longitude,Monitoring Location Type,Activity Type,Activity Start Date,Activity Start Time,Project ID1,Project ID2,Project ID3,Activity Conducting Organization1,Relative Depth,Depth/Height,Depth/Height Unit,Top Depth/Height,Top Depth/Height Unit,Bottom Depth/Height,Bottom Depth/Height Measure Unit,Activity Media,Activity Comment,Sample Collection Method ID,Sample Collection Method Context,Sample Collection Method Name,Data Logger Line,Result Status,CAS #,Characteristic Name,Method Speciation,Sample Fraction,Result Value Type,Result Value,Result Unit,Laboratory Comment Code,Result Qualifier,Detection Condition,Detection Limit Type1,Detection Limit Value1,Detection Limit Unit1,Detection Limit Type2,Detection Limit Value2,Detection Limit Unit2,Result Comment,Precision,Bias,Confidence Interval,Upper Confidence Limit,Lower Confidence Limit,Substance Dilution Factor1,Analytical Method ID,Analytical Method Context,Analytical Method Name,Laboratory Name,Analysis Start Date
OREGONDEQ,19450001-9147-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,11-09-1964,10:25:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Dissolved oxygen saturation,,,Actual,102,%,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-9147-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,11-09-1964,10:25:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,pH,,,Actual,7.9,None,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-9147-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,11-09-1964,10:25:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Total solids,,,Actual,122,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-9147-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,11-09-1964,10:25:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Dissolved oxygen (DO),,,Actual,11.8,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-9147,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,11-09-1964,10:25:00 AM,Historical LASAR Data,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Total Coliform,,,Actual,230,cfu/100ml,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-9147-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,11-09-1964,10:25:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,"Temperature, water",,,Actual,9,deg C,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-9293,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,03-08-1965,10:30:00 AM,Historical LASAR Data,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Total Coliform,,,Actual,700,cfu/100ml,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-9293-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,03-08-1965,10:30:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Total solids,,,Actual,118,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-9293-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,03-08-1965,10:30:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,pH,,,Actual,7.8,None,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-9293-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,03-08-1965,10:30:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Dissolved oxygen saturation,,,Actual,101,%,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-9293-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,03-08-1965,10:30:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Dissolved oxygen (DO),,,Actual,12.3,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-9293-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,03-08-1965,10:30:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,"Temperature, water",,,Actual,8,deg C,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-9293-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,03-08-1965,10:30:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,7664-41-7,Ammonia,as N,Total,Calculated,0.005,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-9293-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,03-08-1965,10:30:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,"Biochemical oxygen demand, non-standard conditions",,,Actual,1.4,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-9368-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,05-11-1965,10:30:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,"Temperature, water",,,Actual,9,deg C,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-9368-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,05-11-1965,10:30:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,pH,,,Actual,8.4,None,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-9368,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,05-11-1965,10:30:00 AM,Historical LASAR Data,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Total Coliform,,,Actual,62,cfu/100ml,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-9368-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,05-11-1965,10:30:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,"Biochemical oxygen demand, non-standard conditions",,,Actual,1.7,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-9368-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,05-11-1965,10:30:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Dissolved oxygen (DO),,,Actual,11.3,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-9368-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,05-11-1965,10:30:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Total solids,,,Actual,72,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-9368-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,05-11-1965,10:30:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Dissolved oxygen saturation,,,Actual,97,%,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-9368-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,05-11-1965,10:30:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,7664-41-7,Ammonia,as N,Total,Calculated,0.037,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-9996-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,08-23-1965,11:20:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,7664-41-7,Ammonia,as N,Total,Calculated,0.05,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-9996-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,08-23-1965,11:20:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Total solids,,,Actual,787,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-9996-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,08-23-1965,11:20:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,"Biochemical oxygen demand, non-standard conditions",,,Actual,4.1,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-9996-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,08-23-1965,11:20:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Dissolved oxygen (DO),,,Actual,9.2,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-9996-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,08-23-1965,11:20:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,"Temperature, water",,,Actual,16,deg C,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-9996,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,08-23-1965,11:20:00 AM,Historical LASAR Data,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Total Coliform,,,Actual,>7000,cfu/100ml,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-9996-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,08-23-1965,11:20:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,pH,,,Actual,8.1,None,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-9996-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,08-23-1965,11:20:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Dissolved oxygen saturation,,,Actual,92,%,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-10315-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,10-04-1965,11:15:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Dissolved oxygen (DO),,,Actual,10.9,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-10315-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,10-04-1965,11:15:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,"Biochemical oxygen demand, non-standard conditions",,,Actual,2.1,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-10315-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,10-04-1965,11:15:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,"Temperature, water",,,Actual,12,deg C,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-10315-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,10-04-1965,11:15:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Total solids,,,Actual,100,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-10315-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,10-04-1965,11:15:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,7664-41-7,Ammonia,as N,Total,Calculated,0.013,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-10315-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,10-04-1965,11:15:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,pH,,,Actual,8.3,None,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-10315-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,10-04-1965,11:15:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Dissolved oxygen saturation,,,Actual,101,%,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-10315,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,10-04-1965,11:15:00 AM,Historical LASAR Data,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Total Coliform,,,Actual,230,cfu/100ml,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-10914,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,03-22-1966,10:40:00 AM,Historical LASAR Data,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Total Coliform,,,Actual,700,cfu/100ml,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-10914-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,03-22-1966,10:40:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,7664-41-7,Ammonia,as N,Total,Calculated,0.012,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-10914-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,03-22-1966,10:40:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Dissolved oxygen (DO),,,Actual,12.7,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-10914-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,03-22-1966,10:40:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,"Biochemical oxygen demand, non-standard conditions",,,Actual,1.9,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-10914-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,03-22-1966,10:40:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Total solids,,,Actual,128,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-10914-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,03-22-1966,10:40:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Dissolved oxygen saturation,,,Actual,102,%,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-10914-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,03-22-1966,10:40:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,"Temperature, water",,,Actual,6,deg C,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-10914-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,03-22-1966,10:40:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,pH,,,Actual,8.2,None,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-12469-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,09-12-1966,10:00:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,pH,,,Actual,7.9,None,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-12469-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,09-12-1966,10:00:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,"Biochemical oxygen demand, non-standard conditions",,,Actual,0.6,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-12469-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,09-12-1966,10:00:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Total solids,,,Actual,112,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-12469-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,09-12-1966,10:00:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Dissolved oxygen (DO),,,Actual,9.8,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-12469-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,09-12-1966,10:00:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Dissolved oxygen saturation,,,Actual,96,%,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-12469-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,09-12-1966,10:00:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,7664-41-7,Ammonia,as N,Total,Calculated,0.009,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-12469-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,09-12-1966,10:00:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,"Temperature, water",,,Actual,15,deg C,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-12469,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,09-12-1966,10:00:00 AM,Historical LASAR Data,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Total Coliform,,,Actual,620,cfu/100ml,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-13930,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,02-22-1967,5:50:00 PM,Historical LASAR Data,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Total Coliform,,,Actual,230,cfu/100ml,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-13930-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,02-22-1967,5:50:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,pH,,,Actual,7.7,None,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-13930-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,02-22-1967,5:50:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Dissolved oxygen (DO),,,Actual,11.8,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-13930-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,02-22-1967,5:50:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,"Temperature, water",,,Actual,5,deg C,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-13930-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,02-22-1967,5:50:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Dissolved oxygen saturation,,,Actual,60,%,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-13930-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,02-22-1967,5:50:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Total solids,,,Actual,106,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
OREGONDEQ,19450001-13930-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,02-22-1967,5:50:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,"Biochemical oxygen demand, non-standard conditions",,,Actual,1,mg/l,,DQL=A,,,,,,,,NULL,,,,,,,Not Available,OREGONDEQ,Not Available,Laboratory Unknown,
